isoform	chrom	strand	length	exons	structuralCategory	associatedGene	associatedTranscript	refLength	refExons	diffToTSS	diffToTTS	subCategory	RTS_stage	AllCanonical	Min_sample_cov	MinCov	MinCovPos	sdCov	FL	nIndels	nIndelsJunc	bite	isoExp	geneExp	ratioExp	FSM_class	coding	ORFlength	CDSlength	CDSstart	CDSend	predit
PB.2861.1	chr17	+	1275	1	intergenic	novelGene_3	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	1	0	FALSE	42.75	42.75	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.45.1	chr1	-	2519	1	incomplete-splice_match	Zfp451	ENSMUST00000044455	11876	4	6318	3040	no_subtype	FALSE	canonical	NA	NA	NA	None	1	3	0	FALSE	128	334.75	0.382374906647	C	non_coding	NA	NA	NA	NA	Pred_POS
PB.4830.9	chr4	+	2545	1	novel_in_catalog	Pnisr	novel	NA	NA	NA	NA	monoexon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	None	1	5	0	FALSE	168.4525	5284.7125	0.031875433148	C	coding	380	1140	828	1967	Pred_POS
PB.7820.1	chrX	-	2446	1	antisense	novelGene_Gpm6b_AS	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	0	0	FALSE	162.4275	162.4275	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.5090.1	chr4	-	2958	1	genic	Gm12905	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	6	2	0	FALSE	155.355	155.355	1	A	coding	33	333	2	334	Pred_POS
PB.474.3	chr1	+	1291	1	novel_in_catalog	Bpnt1	novel	NA	NA	NA	NA	monoexon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	None	1	1	0	FALSE	6.6825	7910.5	0.000844763289299	C	non_coding	NA	NA	NA	NA	Pred_POS
PB.207.1	chr1	-	2676	1	genic	Ncl	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	2	0	FALSE	1421.975	16914.2275	0.0840697572502	C	non_coding	NA	NA	NA	NA	Pred_POS
PB.3321.1	chr18	+	3057	1	full-splice_match	Pcdhb9	NM_053134	3055	1	-6	4	no_subtype	FALSE	canonical	NA	NA	NA	None	16	1	0	FALSE	1452.13	1452.13	1	A	coding	828	2484	107	2590	Pred_POS
PB.637.1	chr10	-	3013	1	full-splice_match	Ado	ENSMUST00000075686	4444	1	1430	1	no_subtype	FALSE	canonical	NA	NA	NA	None	40	2	0	FALSE	6051.4825	6066.2725	0.997561929504	C	non_coding	NA	NA	NA	NA	Pred_POS
PB.2076.1	chr14	+	4756	1	incomplete-splice_match	Samd8	ENSMUST00000119430	6800	6	2042	3	no_subtype	FALSE	canonical	NA	NA	NA	None	6	12	0	FALSE	2409.2575	2409.2575	1	A	coding	141	423	3531	3953	Pred_POS
PB.6742.1	chr8	-	1235	1	incomplete-splice_match	Ddhd2	XM_011242164	3615	14	2378	3	no_subtype	FALSE	canonical	NA	NA	NA	None	5	2	0	FALSE	3236.5	3236.5	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.141.8	chr1	+	1297	1	novel_in_catalog	Map2	novel	NA	NA	NA	NA	monoexon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	None	2	0	0	FALSE	243.64	14512.55	0.0167882281198	C	non_coding	NA	NA	NA	NA	Pred_POS
PB.4737.1	chr3	+	1332	1	incomplete-splice_match	Dnajb14	XM_006502056	9033	7	7694	8	no_subtype	FALSE	canonical	NA	NA	NA	None	1	2	0	FALSE	208.75	735.5	0.283820530252	C	non_coding	NA	NA	NA	NA	Pred_POS
PB.7168.1	chr9	+	2799	1	genic_intron	novelGene_108	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	0	0	FALSE	19.5	19.5	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.768.2	chr10	-	2594	1	novel_in_catalog	Tmtc3	novel	NA	NA	NA	NA	monoexon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	None	3	0	0	FALSE	197.5575	1546.76	0.127723434793	C	non_coding	NA	NA	NA	NA	Pred_POS
PB.6417.1	chr7	+	1778	1	incomplete-splice_match	Stard5	NM_023377	2425	6	639	9	no_subtype	FALSE	canonical	NA	NA	NA	None	1	3	0	FALSE	6.035	1662.75	0.00362952939408	C	non_coding	NA	NA	NA	NA	Pred_POS
PB.6942.1	chr8	-	1788	1	antisense	novelGene_Cklf_AS	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	1	0	FALSE	101	101	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.5816.1	chr6	+	1420	1	genic_intron	novelGene_92	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	3	0	FALSE	2.25	2.25	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.5987.1	chr6	+	1306	1	incomplete-splice_match	Zxdc	ENSMUST00000113539	4864	6	2208	1351	no_subtype	FALSE	canonical	NA	NA	NA	None	1	1	0	FALSE	32.75	32.75	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.2937.1	chr17	+	1502	1	genic	Pgp	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	2	1	0	FALSE	779.25	779.25	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.802.1	chr10	+	1256	1	genic_intron	novelGene_297	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	0	0	FALSE	59.3525	59.3525	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.2506.1	chr15	-	1475	1	incomplete-splice_match	5031439G07Rik	NM_001033273	5032	10	2703	855	no_subtype	FALSE	canonical	NA	NA	NA	None	1	0	0	FALSE	130.5	130.5	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.362.1	chr1	+	1884	1	incomplete-splice_match	Tnr	XM_006496746	10693	20	8799	11	no_subtype	FALSE	canonical	NA	NA	NA	None	1	2	0	FALSE	108.5	108.5	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.4002.1	chr2	+	3817	1	incomplete-splice_match	Slc1a2	NM_001077515	10998	11	7174	8	no_subtype	FALSE	canonical	NA	NA	NA	None	30	9	0	FALSE	5364.5	6071.25	0.883590693844	C	non_coding	NA	NA	NA	NA	Pred_POS
PB.5071.1	chr4	-	1998	1	incomplete-splice_match	AU022252	XM_006503016	5931	5	3082	852	no_subtype	FALSE	canonical	NA	NA	NA	None	2	1	0	FALSE	437.585	437.585	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.4509.1	chr3	+	2616	1	antisense	novelGene_LOC105244490_AS	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	3	1	0	FALSE	139.0425	139.0425	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.3382.2	chr18	+	2746	1	novel_in_catalog	Csnk1a1	novel	NA	NA	NA	NA	monoexon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	None	7	1	0	FALSE	262.6475	2532.0025	0.103731137706	C	non_coding	NA	NA	NA	NA	Pred_POS
PB.6115.1	chr6	-	2696	1	incomplete-splice_match	Tspan9	XM_006505335	3811	8	1104	12	no_subtype	FALSE	canonical	NA	NA	NA	None	8	4	0	FALSE	1021	1021	1	A	coding	101	303	540	842	Pred_POS
PB.461.2	chr1	-	1594	1	novel_in_catalog	Wdr26	novel	NA	NA	NA	NA	monoexon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	None	1	1	0	FALSE	175.5925	2408.7475	0.0728978442116	B	non_coding	NA	NA	NA	NA	Pred_POS
PB.155.1	chr1	-	1429	1	incomplete-splice_match	Tns1	XM_006495883	8612	19	4480	2704	no_subtype	FALSE	canonical	NA	NA	NA	None	1	0	0	FALSE	289	289	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.6365.1	chr7	-	1320	1	incomplete-splice_match	Klf13	NM_021366	6396	2	5071	6	no_subtype	FALSE	canonical	NA	NA	NA	None	9	0	0	FALSE	13681	13681	1	A	coding	128	384	818	1201	Pred_POS
PB.103.1	chr1	+	1322	1	incomplete-splice_match	Mob4	NM_025283	2826	8	1448	57	no_subtype	FALSE	canonical	NA	NA	NA	None	1	4	0	FALSE	1.29	6517.5025	0.000197928577703	C	non_coding	NA	NA	NA	NA	Pred_POS
PB.3892.1	chr2	+	2992	1	incomplete-splice_match	Tanc1	ENSMUST00000147650	3392	2	399	2	no_subtype	FALSE	canonical	NA	NA	NA	None	4	2	0	FALSE	604	604	1	A	coding	335	1398	1	1398	Pred_POS
PB.3564.1	chr19	-	5580	1	incomplete-splice_match	Rorb	NM_146095	8755	10	3159	17	no_subtype	FALSE	canonical	NA	NA	NA	None	25	2	0	FALSE	16992.57	18921.3	0.89806567202	C	coding	198	594	3258	3851	Pred_POS
PB.6163.2	chr6	-	2495	1	genic_intron	novelGene_330	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	5	2	0	FALSE	725	725	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.2826.1	chr16	-	1208	1	incomplete-splice_match	Adamts1	ENSMUST00000023610	4884	9	3329	348	no_subtype	FALSE	canonical	NA	NA	NA	None	1	0	0	FALSE	341.5	341.5	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.3035.3	chr17	-	2617	1	novel_in_catalog	H2-K1	novel	NA	NA	NA	NA	monoexon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	None	2	12	0	FALSE	1023.66	1117.48	0.916043240147	C	coding	134	402	1515	1916	Pred_POS
PB.1549.1	chr12	+	1376	1	genic_intron	novelGene_156	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	2	1	0	FALSE	184.5	184.5	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.6812.1	chr8	+	1518	1	intergenic	novelGene_184	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	2	0	FALSE	64.5	64.5	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.1835.1	chr13	-	1553	1	novel_in_catalog	Mcur1	novel	NA	NA	NA	NA	monoexon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	None	1	2	0	FALSE	285.25	285.25	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.6379.1	chr7	-	2709	1	incomplete-splice_match	Mef2a	XM_011250813	5338	10	2478	152	no_subtype	FALSE	canonical	NA	NA	NA	None	1	1	0	FALSE	556	556	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.2739.4	chr16	+	2900	1	novel_in_catalog	Zfp148	novel	NA	NA	NA	NA	monoexon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	None	2	3	0	FALSE	308.8575	1729.2525	0.178607519723	C	coding	519	1599	2	1600	Pred_POS
PB.5628.2	chr5	-	2671	1	novel_in_catalog	Diablo	novel	NA	NA	NA	NA	monoexon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	None	1	1	0	FALSE	270.6875	6648.7525	0.0407125246428	C	non_coding	NA	NA	NA	NA	Pred_POS
PB.7360.1	chr9	-	4299	1	incomplete-splice_match	Tmod2	XM_006511267	9847	10	5544	5	no_subtype	FALSE	canonical	NA	NA	NA	None	6	0	0	FALSE	1137	4799	0.236924359242	C	non_coding	NA	NA	NA	NA	Pred_POS
PB.1044.1	chr11	-	1120	1	novel_in_catalog	Akap10	novel	NA	NA	NA	NA	monoexon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	None	1	0	0	FALSE	12	12	1	A	coding	111	333	2	334	Pred_POS
PB.1820.2	chr13	+	1529	1	antisense	novelGene_Ssr1_AS	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	11	0	0	FALSE	8251.365	8251.365	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.2764.1	chr16	-	2724	1	antisense	novelGene_Lrrc58_AS	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	28	0	0	FALSE	9102.0575	9102.0575	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.1725.1	chr12	+	4340	1	incomplete-splice_match	Traf3	ENSMUST00000060274	6896	11	2554	3	no_subtype	FALSE	canonical	NA	NA	NA	None	1	11	0	FALSE	731.25	731.25	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.3398.1	chr18	+	2404	1	full-splice_match	Chmp1b	NM_024190	2529	1	52	73	no_subtype	FALSE	canonical	NA	NA	NA	None	19	0	0	FALSE	1723	1723	1	A	coding	199	597	91	687	Pred_POS
PB.5814.8	chr6	+	1207	1	novel_in_catalog	Nrf1	novel	NA	NA	NA	NA	monoexon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	None	1	4	0	FALSE	30.4625	5117.7575	0.00595231407506	C	non_coding	NA	NA	NA	NA	Pred_POS
PB.5264.1	chr4	+	1233	1	incomplete-splice_match	Rere	XM_006537086	6101	13	4864	5	no_subtype	FALSE	canonical	NA	NA	NA	None	1	1	0	FALSE	343	343	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.2007.2	chr13	-	2547	1	genic_intron	novelGene_265	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	8	0	0	FALSE	462.165	462.165	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.6709.7	chr8	+	1554	1	full-splice_match	Gm21769	ENSMUST00000092138	4260	1	2705	1	no_subtype	FALSE	canonical	NA	NA	NA	None	1	0	0	FALSE	164.0225	164.0225	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.5252.1	chr4	-	1348	1	genic_intron	novelGene_331	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	2	1	0	FALSE	175	175	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.7723.1	chrX	-	2505	1	full-splice_match	Nap1l2	ENSMUST00000121720	2465	1	-48	8	no_subtype	FALSE	canonical	NA	NA	NA	None	3	3	0	FALSE	401.75	401.75	1	A	coding	460	1380	379	1758	Pred_POS
PB.7476.4	chr9	+	1634	1	novel_in_catalog	Usp4	novel	NA	NA	NA	NA	monoexon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	None	1	0	0	FALSE	72.2625	12050.4	0.00599668890659	C	non_coding	NA	NA	NA	NA	Pred_POS
PB.369.1	chr1	-	2766	1	antisense	novelGene_Cenpl_AS	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	6	0	0	FALSE	210.0525	210.0525	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.2684.3	chr16	-	1204	1	genic_intron	novelGene_58	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	0	0	FALSE	18.75	18.75	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.5796.1	chr6	+	5107	1	novel_in_catalog	Ptprz1	novel	NA	NA	NA	NA	monoexon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	None	72	1	0	FALSE	8628.93	31816.935	0.271205570241	C	coding	992	3183	1	3183	Pred_POS
PB.2977.1	chr17	+	2890	1	incomplete-splice_match	Luc7l	ENSMUST00000114976	4934	10	2044	1	no_subtype	FALSE	canonical	NA	NA	NA	None	4	0	0	FALSE	1186.91	7040.25	0.168589183623	C	non_coding	NA	NA	NA	NA	Pred_POS
PB.1961.1	chr13	+	1488	1	full-splice_match	C130071C03Rik	ENSMUST00000198812	2427	1	937	2	no_subtype	FALSE	canonical	NA	NA	NA	None	2	1	0	FALSE	415.5	637.5	0.651764705882	C	coding	100	300	85	384	Pred_POS
PB.2737.1	chr16	+	1283	1	intergenic	novelGene_98	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	1	0	FALSE	1	1	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.6426.1	chr7	+	2850	1	genic_intron	novelGene_228	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	10	1	0	FALSE	755.5175	755.5175	1	A	coding	143	429	2020	2448	Pred_POS
PB.267.1	chr1	+	5320	1	incomplete-splice_match	Mgat5	XM_006529057	8425	17	3102	4	no_subtype	FALSE	canonical	NA	NA	NA	None	11	13	0	FALSE	3737.5	3737.5	1	A	coding	118	354	4592	4945	Pred_POS
PB.5989.16	chr6	+	1502	1	novel_in_catalog	Aldh1l1	novel	NA	NA	NA	NA	monoexon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	None	1	5	0	FALSE	348.2575	124065.7475	0.00280703987215	C	coding	239	717	164	880	Pred_POS
PB.7640.1	chrX	-	1149	1	incomplete-splice_match	Fam122b	XM_011251023	3512	9	1112	1252	no_subtype	FALSE	canonical	NA	NA	NA	None	1	0	0	FALSE	194.25	194.25	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.1494.3	chr12	+	1635	1	novel_in_catalog	Rrm2	novel	NA	NA	NA	NA	monoexon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	None	1	1	0	FALSE	100.225	35829.2575	0.00279729492022	C	coding	125	375	929	1303	Pred_POS
PB.6213.2	chr7	+	2697	1	novel_in_catalog	Fbxo46	novel	NA	NA	NA	NA	monoexon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	None	2	5	0	FALSE	44.75	334	0.133982035928	C	non_coding	NA	NA	NA	NA	Pred_POS
PB.4808.6	chr4	+	1342	1	genic_intron	novelGene_32	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	0	0	FALSE	90	90	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.731.2	chr10	+	1330	1	genic_intron	novelGene_230	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	2	4	0	FALSE	135.255	135.255	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.3932.1	chr2	-	2861	1	full-splice_match	Ttc30a1	NM_030188	2862	1	-13	14	no_subtype	FALSE	canonical	NA	NA	NA	None	27	1	0	FALSE	770.165	770.165	1	A	coding	664	1992	244	2235	Pred_POS
PB.1406.1	chr11	+	5150	1	genic_intron	novelGene_289	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	27	0	0	FALSE	112.5575	112.5575	1	A	coding	1062	3186	610	3795	Pred_POS
PB.537.1	chr10	+	1212	1	intergenic	novelGene_67	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	2	0	0	FALSE	496.3675	496.3675	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.305.1	chr1	-	4524	1	incomplete-splice_match	Timm17a	ENSMUST00000081104	7280	6	841	1916	no_subtype	FALSE	canonical	NA	NA	NA	None	19	2	0	FALSE	1375.25	1375.25	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.5391.1	chr5	+	2804	1	novel_in_catalog	Uvssa	novel	NA	NA	NA	NA	monoexon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	None	5	0	0	FALSE	145.245	145.245	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.4168.1	chr2	-	1882	1	intergenic	novelGene_334	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	3	0	0	FALSE	172.86	172.86	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.6152.1	chr6	-	1184	1	incomplete-splice_match	Kras	NM_021284	4670	5	692	2795	no_subtype	FALSE	canonical	NA	NA	NA	None	1	2	0	FALSE	291.25	291.25	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.2080.1	chr14	-	1283	1	incomplete-splice_match	Gm32497	XR_874433	14443	2	12068	1093	no_subtype	FALSE	canonical	NA	NA	NA	None	1	1	0	FALSE	84.75	84.75	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.2669.1	chr16	-	2806	1	genic_intron	novelGene_54	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	2	1	0	FALSE	202.25	202.25	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.1416.1	chr11	+	2715	1	antisense	novelGene_Tk1_AS	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	3	0	FALSE	103.835	103.835	1	A	coding	164	492	1521	2012	Pred_POS
PB.132.2	chr1	+	2917	1	full-splice_match	Ino80dos	ENSMUST00000186786	1236	1	671	-2352	no_subtype	FALSE	canonical	NA	NA	NA	None	4	0	0	FALSE	770.3925	770.3925	1	A	coding	43	345	2	346	Pred_POS
PB.6609.1	chr7	+	2653	1	genic_intron	novelGene_310	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	4	3	0	FALSE	142.3925	142.3925	1	A	coding	110	330	876	1205	Pred_POS
PB.6221.1	chr7	-	1176	1	antisense	novelGene_Gm16174_AS	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	0	0	FALSE	8.75	8.75	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.1553.1	chr12	-	1646	1	genic_intron	novelGene_160	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	0	0	FALSE	26	26	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.1818.1	chr13	+	2624	1	genic_intron	novelGene_115	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	5	0	FALSE	150.6625	150.6625	1	A	coding	147	441	869	1309	Pred_POS
PB.4407.1	chr3	-	2783	1	genic_intron	novelGene_106	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	3	0	0	FALSE	344.5	344.5	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.154.1	chr1	-	4206	1	incomplete-splice_match	Igfbp5	NM_010518	5854	4	1625	24	no_subtype	FALSE	canonical	NA	NA	NA	None	7	3	0	FALSE	2206.25	2206.25	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.2473.1	chr15	+	2821	1	antisense	novelGene_St13_AS	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	3	0	0	FALSE	737.7375	737.7375	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.2752.1	chr16	+	2727	1	full-splice_match	Wdr5b	ENSMUST00000042203	1784	1	10	-953	no_subtype	FALSE	canonical	NA	NA	NA	None	7	5	0	FALSE	229.22	229.22	1	A	coding	328	984	314	1297	Pred_POS
PB.6180.1	chr7	-	1157	1	incomplete-splice_match	Rdh13	NM_001290409	2939	6	1779	4	no_subtype	FALSE	canonical	NA	NA	NA	None	1	1	0	FALSE	4028.5	4028.5	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.5564.1	chr5	+	1450	1	incomplete-splice_match	Mn1	NM_001081235	6128	2	4674	5	no_subtype	FALSE	canonical	NA	NA	NA	None	1	1	0	FALSE	3922.25	3922.25	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.1548.1	chr12	+	1708	1	genic_intron	novelGene_155	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	0	0	FALSE	110.25	110.25	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.1644.16	chr12	+	1437	1	full-splice_match	Rbm25	ENSMUST00000183242	1060	1	-385	8	no_subtype	FALSE	canonical	NA	NA	NA	None	1	2	0	FALSE	153.4975	9112.995	0.0168438038208	C	non_coding	NA	NA	NA	NA	Pred_POS
PB.5310.1	chr5	-	1827	1	full-splice_match	Gm15459	ENSMUST00000117405	1941	1	196	-82	no_subtype	FALSE	canonical	NA	NA	NA	None	10	1	0	FALSE	7775.73	7775.73	1	A	coding	560	1740	3	1742	Pred_POS
PB.3557.1	chr19	-	2503	1	genic_intron	novelGene_49	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	3	0	0	FALSE	222.25	222.25	1	A	coding	107	321	1658	1978	Pred_POS
PB.1547.1	chr12	+	2523	1	genic_intron	novelGene_152	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	0	0	FALSE	336.5	336.5	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.2879.5	chr17	-	4815	1	incomplete-splice_match	Qk	NM_021881	6718	7	1891	13	no_subtype	FALSE	canonical	NA	NA	NA	None	2	1	0	FALSE	1095.04	9837.4975	0.111312861833	B	non_coding	NA	NA	NA	NA	Pred_POS
PB.2879.1	chr17	-	5883	1	incomplete-splice_match	Qk	XM_006523300	8244	8	2355	7	no_subtype	FALSE	canonical	NA	NA	NA	None	10	6	0	FALSE	3559.585	9837.4975	0.361838465524	B	non_coding	NA	NA	NA	NA	Pred_POS
PB.6681.2	chr8	+	5125	1	novel_in_catalog	Ccl25	novel	NA	NA	NA	NA	monoexon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	None	7	0	0	FALSE	279.4975	593	0.471327993255	B	non_coding	NA	NA	NA	NA	Pred_POS
PB.148.1	chr1	+	2658	1	antisense	novelGene_Ikzf2_AS	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	2	6	0	FALSE	239.9525	239.9525	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.4745.1	chr3	-	2957	1	genic_intron	novelGene_324	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	5	2	0	FALSE	148.795	148.795	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.430.1	chr1	+	2558	1	full-splice_match	Pigm	ENSMUST00000052455	7554	1	46	4950	no_subtype	FALSE	canonical	NA	NA	NA	None	3	1	0	FALSE	592.25	592.25	1	A	coding	423	1269	108	1376	Pred_POS
PB.463.1	chr1	-	2745	1	incomplete-splice_match	Enah	ENSMUST00000193703	11229	14	8475	10	no_subtype	FALSE	canonical	NA	NA	NA	None	2	0	0	FALSE	202	202	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.3339.1	chr18	+	2090	1	antisense	novelGene_Spry4_AS	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	2	0	0	FALSE	3542.78	3542.78	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.1609.1	chr12	+	1161	1	incomplete-splice_match	Hif1a	ENSMUST00000110461	4385	15	3221	4	no_subtype	FALSE	canonical	NA	NA	NA	None	1	2	0	FALSE	413.25	413.25	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.1994.1	chr13	-	2979	1	incomplete-splice_match	Map1b	NM_008634	11852	7	8871	3	no_subtype	FALSE	canonical	NA	NA	NA	None	9	1	0	FALSE	306.495	306.495	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.2742.1	chr16	+	3160	1	incomplete-splice_match	Heg1	ENSMUST00000152782	8161	15	4988	14	no_subtype	FALSE	canonical	NA	NA	NA	None	6	1	0	FALSE	1498	1498	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.2034.3	chr13	-	2754	1	genic_intron	novelGene_284	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	10	0	FALSE	14.75	14.75	1	A	coding	187	561	1541	2101	Pred_POS
PB.4432.1	chr3	+	1342	1	antisense	novelGene_Elf2_AS	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	0	0	FALSE	14.0175	14.0175	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.3325.1	chr18	+	3083	1	full-splice_match	Pcdhb14	NM_053139	3438	1	48	307	no_subtype	FALSE	canonical	NA	NA	NA	None	4	6	0	FALSE	319.2525	319.2525	1	A	coding	796	2388	139	2526	Pred_POS
