isoform	chrom	strand	length	exons	structural_category	associated_gene	associated_transcript	ref_length	ref_exons	diff_to_TSS	diff_to_TTS	subcategory	RTS_stage	all_canonical	min_sample_cov	min_cov	min_cov_pos	sd_cov	FL	n_indels	n_indels_junc	bite	iso_exp	gene_exp	ratio_exp	FSM_class	coding	ORF_length	CDS_length	CDS_start	CDS_end	perc_A_downstream_TTS
PB.2689.4	chr16	+	1813	12	novel_not_in_catalog	Ap2m1	novel	NA	NA	NA	NA	shared_donors_acceptors	FALSE	non_canonical	1	1	120	4477.09816734	5	1	0	FALSE	7023.03	85529.9925	0.082111897765	C	coding	411	1233	119	1351	20.0
PB.2689.2	chr16	+	1961	12	novel_not_in_catalog	Ap2m1	novel	NA	NA	NA	NA	shared_donors_acceptors	FALSE	non_canonical	2	2	105	4899.00489896	1	10	0	TRUE	902.87	85529.9925	0.0105561800441	C	coding	359	1077	281	1357	15.0
PB.2689.3	chr16	+	2895	12	full-splice_match	Ap2m1	NM_009679	2937	12	42	0	multi-exon	FALSE	canonical	4	2962	1296	3817.69184194	7	3	0	FALSE	465.695	85529.9925	0.00544481516235	C	coding	435	1305	124	1428	85.0
PB.2689.1	chr16	+	2024	12	full-splice_match	Ap2m1	NM_009679	2937	12	55	858	multi-exon	FALSE	canonical	4	2962	1283	3817.69184194	305	0	0	FALSE	77138.3975	85529.9925	0.901887107029	C	coding	435	1305	111	1415	10.0
PB.2850.2	chr16	+	1866	3	novel_not_in_catalog	Mrps6	novel	NA	NA	NA	NA	shared_donors_acceptors	FALSE	canonical	4	254	1236	946.499867934	1	3	0	FALSE	129.8875	7914.715	0.016410887821	C	non_coding	NA	NA	NA	NA	25.0
PB.2850.1	chr16	+	3050	1	genic	Gm16310	novel	NA	NA	NA	NA	mono-exon	FALSE	canonical	NA	NA	NA	NA	1	12	NA	FALSE	45.54	45.54	1.0	A	non_coding	NA	NA	NA	NA	70.0
PB.2681.4	chr16	+	2916	7	full-splice_match	Klhl24	XM_006522687	8199	7	118	5165	multi-exon	FALSE	canonical	4	17	97	47.2546294028	3	1	0	FALSE	213.8325	2755.7775	0.0775942542531	C	coding	600	1800	159	1958	60.0
PB.2681.5	chr16	+	2900	9	novel_not_in_catalog	Klhl24	novel	NA	NA	NA	NA	shared_donors_acceptors	FALSE	canonical	4	38	252	43.5660418216	1	5	0	TRUE	190.01	2755.7775	0.0689496884273	C	coding	507	1521	399	1919	65.0
PB.2681.2	chr16	+	2776	8	novel_not_in_catalog	Klhl24	novel	NA	NA	NA	NA	shared_donors_acceptors	FALSE	non_canonical	0	0	31	58.2923665672	1	8	0	TRUE	138.6525	2755.7775	0.0503133870568	C	coding	507	1521	275	1795	65.0
PB.2681.3	chr16	+	2818	6	novel_in_catalog	Klhl24	novel	NA	NA	NA	NA	no_combination_of_known_junctions	FALSE	canonical	2	2	1264	63.5373905665	1	4	0	FALSE	132.5225	2755.7775	0.0480889694469	C	coding	375	1125	160	1284	65.0
PB.2681.1	chr16	+	4851	8	full-splice_match	Klhl24	NM_029436	6683	8	20	1812	multi-exon	FALSE	canonical	4	43	98	40.6448028658	23	0	0	FALSE	1610.9875	2755.7775	0.584585475424	C	coding	600	1800	223	2022	30.0
PB.2778.1	chr16	+	2970	9	novel_in_catalog	Zbtb20	novel	NA	NA	NA	NA	no_combination_of_known_junctions	FALSE	canonical	0	0	169	57.2450871254	1	3	0	FALSE	175.855	6027.5025	0.0291754337721	C	coding	746	2238	390	2627	80.0
PB.2798.1	chr16	-	5495	11	full-splice_match	Cep97	NM_028815	7904	11	2	2407	multi-exon	TRUE	canonical	3	10	779	36.3180395947	18	1	0	FALSE	1067.75	1067.75	1.0	A	coding	856	2568	52	2619	85.0
PB.2746.1	chr16	-	1583	6	full-splice_match	Sec22a	XM_006522234	1664	6	77	4	multi-exon	FALSE	canonical	4	35	708	122.131077126	1	9	0	FALSE	199.8575	2696.7525	0.0741104346802	C	coding	285	855	52	906	25.0
PB.2746.2	chr16	-	1662	7	full-splice_match	Sec22a	NM_133704	3992	7	46	2284	multi-exon	FALSE	canonical	4	179	723	70.4556598152	33	0	0	FALSE	2460.85	2696.7525	0.9125234889	C	coding	307	921	67	987	20.0
PB.2746.3	chr16	-	1560	7	full-splice_match	Sec22a	NM_133704	3992	7	69	2363	multi-exon	FALSE	canonical	4	179	700	70.4556598152	2	1	1	FALSE	36.045	2696.7525	0.0133660764197	C	coding	307	921	44	964	40.0
PB.2794.1	chr16	-	5220	1	genic	Pvrl3	novel	NA	NA	NA	NA	mono-exon	FALSE	canonical	NA	NA	NA	NA	3	3	NA	FALSE	322.75	322.75	1.0	A	non_coding	NA	NA	NA	NA	35.0
PB.2653.9	chr16	-	3836	19	novel_in_catalog	Dnm1l	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	4	36	20	186.601178989	1	5	0	FALSE	24.91	7891.7475	0.00315646186095	C	coding	576	1728	366	2093	35.0
PB.2653.8	chr16	-	3973	19	full-splice_match	Dnm1l	XM_006522637	4072	19	80	19	multi-exon	FALSE	canonical	4	47	1696	219.358154624	16	0	0	FALSE	838.98	7891.7475	0.106311054681	C	coding	710	2130	101	2230	35.0
PB.2634.2	chr16	-	2649	4	full-splice_match	Cpped1	NM_146067	2663	4	-1	15	multi-exon	FALSE	canonical	4	352	378	19.287301522	91	0	0	FALSE	3784.8125	5058.25	0.748245440617	C	coding	312	936	90	1025	75.0
PB.2792.4	chr16	-	2893	6	full-splice_match	Abhd10	XM_006521975	2930	6	24	13	multi-exon	FALSE	canonical	4	49	624	128.351081024	1	3	0	FALSE	414.35	1729.505	0.239577220072	C	coding	311	933	76	1008	35.0
PB.2792.3	chr16	-	2609	4	full-splice_match	Abhd10	XM_006521976	2992	4	370	13	multi-exon	FALSE	canonical	4	84	132	85.7962703152	3	1	0	FALSE	92.435	1729.505	0.0534459281702	C	coding	202	606	119	724	35.0
PB.2792.2	chr16	-	2802	5	novel_not_in_catalog	Abhd10	novel	NA	NA	NA	NA	shared_donors_acceptors	FALSE	non_canonical	4	15	436	137.597238344	1	2	0	FALSE	30.5125	1729.505	0.0176423311872	C	coding	186	558	13	570	35.0
PB.2792.1	chr16	-	2861	5	full-splice_match	Abhd10	NM_172511	2848	5	-15	2	multi-exon	FALSE	canonical	4	131	194	90.3659227807	14	0	0	FALSE	1192.2075	1729.505	0.689334520571	C	coding	297	891	80	970	20.0
PB.2634.1	chr16	-	2528	4	novel_not_in_catalog	Cpped1	novel	NA	NA	NA	NA	shared_donors_acceptors	FALSE	non_canonical	0	0	205	187.147001045	3	1	0	TRUE	895.215	5058.25	0.176981169377	C	coding	190	570	283	852	10.0
PB.2797.2	chr16	-	1634	11	incomplete-splice_match	Bbx	ENSMUST00000089399	2539	14	-8	913	internal_fragment	FALSE	canonical	4	58	458	26.3818119165	9	0	0	FALSE	668.31	1301.2475	0.513591764826	B	coding	446	1338	297	1634	75.0
PB.2797.3	chr16	-	1503	11	incomplete-splice_match	Bbx	XM_006522561	8790	18	87	7200	internal_fragment	FALSE	canonical	3	9	450	38.8973006776	1	1	0	FALSE	78.45	1301.2475	0.0602883002657	B	coding	405	1215	289	1503	65.0
PB.2812.1	chr16	+	3276	15	full-splice_match	Pros1	NM_011173	3270	15	-8	2	multi-exon	FALSE	canonical	4	232	337	320.37790186	67	0	0	FALSE	8564.9425	8651.5	0.989995087557	C	coding	675	2025	104	2128	45.0
PB.2606.1	chr16	-	2757	20	incomplete-splice_match	Crebbp	NM_001025432	7507	31	2090	2660	internal_fragment	FALSE	canonical	4	9	2008	33.9263909074	2	2	0	FALSE	944.5	7822.0	0.12074916901	B	coding	917	2751	6	2756	65.0
PB.2790.1	chr16	-	2770	7	full-splice_match	Slc35a5	XM_006522647	4094	7	129	1195	multi-exon	FALSE	canonical	4	12	103	144.246317111	2	8	0	FALSE	351.855	3893.0025	0.0903813958506	C	coding	437	1311	124	1434	25.0
PB.2790.3	chr16	-	1282	3	novel_not_in_catalog	Slc35a5	novel	NA	NA	NA	NA	shared_donors_acceptors	FALSE	canonical	4	20	67	175.499287748	1	0	0	TRUE	131.1025	3893.0025	0.033676448962	C	non_coding	NA	NA	NA	NA	80.0
PB.2790.2	chr16	-	2957	7	full-splice_match	Slc35a5	NM_028756	4200	7	2	1241	multi-exon	FALSE	canonical	4	252	290	69.5197813575	42	6	0	FALSE	3410.045	3893.0025	0.875942155187	C	coding	437	1311	311	1621	25.0
PB.1450.3	chr16	+	1849	1	full-splice_match	Gm9816	ENSMUST00000122292	1414	1	-79	-356	mono-exon	FALSE	canonical	NA	NA	NA	NA	134	1	NA	FALSE	925.9725	925.9725	1.0	A	coding	487	1461	33	1493	85.0
PB.2600.1	chr16	-	2905	1	antisense	novelGene_Zfp263_AS	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	NA	3	0	NA	FALSE	225.59	225.59	1.0	A	non_coding	NA	NA	NA	NA	90.0
PB.2796.3	chr16	+	2731	20	full-splice_match	C330027C09Rik	XM_006522091	3794	20	-33	1096	multi-exon	FALSE	canonical	2	7	1457	43.8406204336	1	7	0	FALSE	96.61	1526.75	0.0632782053381	C	coding	746	2238	423	2660	30.0
PB.2796.2	chr16	+	2525	20	incomplete-splice_match	C330027C09Rik	NM_172616	3974	21	1	1448	3prime_fragment	FALSE	canonical	2	7	1607	37.3630833845	1	3	0	FALSE	582.42	1526.75	0.381476993614	C	coding	812	2436	90	2525	55.0
PB.2796.1	chr16	+	3935	21	full-splice_match	C330027C09Rik	NM_172616	3974	21	35	4	multi-exon	FALSE	canonical	2	7	1573	40.8778668719	10	0	0	FALSE	847.72	1526.75	0.555244801048	C	coding	907	2721	56	2776	50.0
PB.2602.1	chr16	+	2682	8	full-splice_match	Naa60	XM_011246038	2663	8	-22	3	multi-exon	FALSE	canonical	4	6	575	287.808964419	3	4	0	FALSE	194.695	5651.33	0.0344511822881	C	coding	177	531	661	1191	15.0
PB.2602.3	chr16	+	1842	14	novel_not_in_catalog	Cluap1	novel	NA	NA	NA	NA	shared_donors_acceptors	FALSE	canonical	4	42	396	135.192455411	1	0	0	FALSE	253.3725	2452.17	0.103325829775	C	coding	453	1359	255	1613	25.0
PB.2602.2	chr16	+	1955	15	novel_not_in_catalog	Cluap1	novel	NA	NA	NA	NA	shared_donors_acceptors	FALSE	canonical	4	42	512	164.724011607	2	0	0	FALSE	210.175	2452.17	0.0857097998915	C	coding	518	1554	176	1729	25.0
PB.2602.5	chr16	+	1638	3	novel_not_in_catalog	Naa60	novel	NA	NA	NA	NA	shared_donors_acceptors	FALSE	canonical	0	0	82	335.0	1	3	0	TRUE	39.0	5651.33	0.00690103037692	C	non_coding	NA	NA	NA	NA	50.0
PB.2602.4	chr16	+	2360	7	full-splice_match	Naa60	ENSMUST00000006138	2350	7	-14	4	multi-exon	FALSE	canonical	4	212	384	233.677127678	11	0	0	FALSE	4991.0425	5651.33	0.883162459103	C	coding	242	726	145	870	15.0
PB.2602.7	chr16	+	1779	6	novel_not_in_catalog	Naa60	novel	NA	NA	NA	NA	shared_donors_acceptors	FALSE	canonical	4	74	381	267.973879324	2	1	0	FALSE	284.57	5651.33	0.0503545183169	C	coding	192	576	45	620	15.0
PB.2602.6	chr16	+	2952	6	novel_in_catalog	Naa60	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	4	212	302	241.913207577	1	7	0	FALSE	142.0225	5651.33	0.0251308099155	C	coding	132	396	63	458	15.0
PB.2644.3	chr16	+	1429	4	full-splice_match	Mpv17l	ENSMUST00000023360	3087	4	32	1626	multi-exon	FALSE	canonical	4	48	327	125.031995905	1	2	0	FALSE	215.7825	1051.75	0.205165200856	C	coding	194	582	18	599	60.0
PB.2644.2	chr16	+	1999	4	full-splice_match	Mpv17l	ENSMUST00000141971	2155	4	17	139	multi-exon	FALSE	canonical	3	50	65	124.233650836	1	5	0	FALSE	642.6825	1051.75	0.611060137865	C	coding	104	312	26	337	20.0
PB.2644.1	chr16	+	1226	4	full-splice_match	Mpv17l	NM_001289562	3089	4	-7	1870	multi-exon	FALSE	canonical	4	44	127	126.625431885	3	0	0	FALSE	193.285	1051.75	0.183774661279	C	non_coding	NA	NA	NA	NA	55.0
PB.2782.1	chr16	+	5093	1	incomplete-splice_match	Zbtb20	ENSMUST00000114694	26901	15	17184	4625	mono-exon	FALSE	canonical	NA	NA	NA	NA	5	6	NA	FALSE	583.25	6027.5025	0.0967647877375	C	non_coding	NA	NA	NA	NA	80.0
PB.2715.1	chr16	+	2830	4	full-splice_match	Hrasls	NM_013751	2915	4	84	1	multi-exon	FALSE	canonical	2	12	31	12.0	1	4	0	FALSE	98.25	98.25	1.0	A	coding	167	501	32	532	30.0
PB.2646.1	chr16	+	1765	6	novel_not_in_catalog	Nde1	novel	NA	NA	NA	NA	shared_donors_acceptors	FALSE	canonical	0	0	207	554.726959864	2	1	0	TRUE	995.7625	10414.255	0.0956153368628	C	coding	141	423	234	656	45.0
PB.2646.3	chr16	+	2385	9	full-splice_match	Nde1	NM_001285503	2415	9	20	10	multi-exon	FALSE	canonical	4	85	1056	451.594951256	3	3	0	FALSE	540.1825	10414.255	0.0518695288333	C	coding	317	951	116	1066	45.0
PB.2646.2	chr16	+	2257	9	full-splice_match	Nde1	NM_023317	2287	9	20	10	multi-exon	FALSE	canonical	4	500	638	343.712088819	12	0	0	FALSE	8107.93	10414.255	0.778541527935	C	coding	344	1032	116	1147	45.0
PB.2646.5	chr16	+	1616	9	full-splice_match	Nde1	NM_001114085	1663	9	37	10	multi-exon	FALSE	canonical	4	104	1039	447.532121752	6	0	0	FALSE	734.7925	10414.255	0.0705564152213	C	coding	317	951	99	1049	45.0
PB.2646.4	chr16	+	1636	6	novel_not_in_catalog	Nde1	novel	NA	NA	NA	NA	shared_donors_acceptors	FALSE	non_canonical	0	0	156	554.726959864	1	2	0	TRUE	35.5875	10414.255	0.00341719114809	C	coding	114	342	185	526	45.0
PB.2786.1	chr16	-	3982	17	novel_not_in_catalog	Atp6v1a	novel	NA	NA	NA	NA	shared_donors_acceptors	FALSE	non_canonical	0	0	55	404.001237622	151	2	0	TRUE	3398.405	16646.9975	0.204145221984	C	coding	617	1851	115	1965	25.0
PB.2786.2	chr16	-	3980	15	full-splice_match	Atp6v1a	XM_011245809	4191	15	204	7	multi-exon	FALSE	canonical	4	142	97	318.540421297	64	1	0	FALSE	5179.0125	16646.9975	0.311107903993	C	coding	617	1851	112	1962	25.0
PB.2786.3	chr16	-	2541	13	novel_not_in_catalog	Atp6v1a	novel	NA	NA	NA	NA	shared_donors_acceptors	FALSE	non_canonical	0	0	1482	398.197187333	1	2	1	TRUE	1249.3125	16646.9975	0.0750473170913	C	coding	480	1440	102	1541	60.0
PB.2604.3	chr16	-	1324	12	incomplete-splice_match	Trap1	NM_026508	2297	18	-1	974	internal_fragment	FALSE	canonical	4	378	508	527.766994042	1	0	0	FALSE	493.3975	15146.5	0.0325750173307	C	coding	431	1293	32	1324	60.0
PB.2604.2	chr16	-	2745	2	novel_in_catalog	Trap1	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	4	1943	2501	NA	1	5	0	FALSE	70.8725	15146.5	0.00467913379329	C	non_coding	NA	NA	NA	NA	15.0
PB.2604.1	chr16	-	2287	18	full-splice_match	Trap1	NM_026508	2297	18	12	-2	multi-exon	TRUE	canonical	4	378	495	564.357156418	29	0	0	FALSE	14582.23	15146.5	0.962745848876	C	coding	706	2118	19	2136	10.0
PB.2640.1	chr16	-	1676	1	full-splice_match	LOC101055727	XR_875930	1211	1	-466	1	mono-exon	FALSE	canonical	NA	NA	NA	NA	1	0	NA	FALSE	194.25	194.25	1.0	A	non_coding	NA	NA	NA	NA	90.0
PB.2608.3	chr16	+	2592	12	full-splice_match	Dnaja3	ENSMUST00000060067	2648	12	39	17	multi-exon	FALSE	canonical	4	29	1481	96.7625960793	8	2	0	FALSE	501.1275	2599.7475	0.192760066122	C	coding	480	1440	26	1465	50.0
PB.2608.2	chr16	+	2290	10	novel_in_catalog	Dnaja3	novel	NA	NA	NA	NA	no_combination_of_known_junctions	FALSE	canonical	2	4	1023	104.66613588	1	2	0	FALSE	90.9975	2599.7475	0.0350024377367	C	coding	410	1230	28	1257	40.0
PB.2608.1	chr16	+	2589	12	novel_not_in_catalog	Dnaja3	novel	NA	NA	NA	NA	shared_donors_acceptors	FALSE	non_canonical	0	0	225	109.936345218	2	2	0	FALSE	46.825	2599.7475	0.0180113645652	C	coding	241	723	769	1491	45.0
PB.2638.5	chr16	+	1522	1	novel_in_catalog	Bfar	novel	NA	NA	NA	NA	mono-exon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	NA	1	1	NA	FALSE	88.355	5812.38	0.0152011740457	C	non_coding	NA	NA	NA	NA	90.0
PB.2620.1	chr16	+	1371	11	full-splice_match	Mettl22	NM_146247	1313	11	-49	-9	multi-exon	FALSE	canonical	4	114	859	138.942434123	24	0	0	FALSE	1864.0675	2373.75	0.785283833597	C	coding	389	1167	133	1299	15.0
PB.2638.3	chr16	+	2857	8	full-splice_match	Bfar	NM_025976	3003	8	142	4	multi-exon	FALSE	canonical	4	99	416	213.248681121	21	1	0	FALSE	2454.9525	5812.38	0.422366139172	C	coding	450	1350	154	1503	45.0
PB.2620.2	chr16	+	1304	10	novel_in_catalog	Mettl22	novel	NA	NA	NA	NA	no_combination_of_known_junctions	FALSE	canonical	4	112	585	161.904292716	4	1	0	FALSE	509.6825	2373.75	0.214716166403	C	coding	179	537	706	1242	20.0
PB.2628.1	chr16	-	1307	5	full-splice_match	Emp2	NM_007929	3440	5	32	2101	multi-exon	FALSE	canonical	4	284	125	176.655031063	1	4	0	FALSE	81.8375	5997.75	0.0136447000959	C	coding	172	516	211	726	10.0
PB.2630.1	chr16	-	1999	4	full-splice_match	Litaf	ENSMUST00000023143	2235	4	15	221	multi-exon	FALSE	canonical	4	275	61	141.035456535	9	1	1	FALSE	3013.5	3013.5	1.0	A	coding	161	483	67	549	30.0
PB.2626.1	chr16	+	2820	4	full-splice_match	1810013L24Rik	ENSMUST00000023150	4066	4	525	721	multi-exon	FALSE	canonical	3	4	142	7.34846922835	3	0	0	FALSE	1102.0	1102.0	1.0	A	coding	76	228	433	660	20.0
PB.2642.1	chr16	+	1123	10	full-splice_match	Ntan1	NM_010946	1148	10	22	3	multi-exon	FALSE	canonical	4	366	241	298.033555158	4	0	0	FALSE	3661.17	3868.9775	0.946288780434	C	coding	310	930	58	987	25.0
PB.2632.1	chr16	-	1912	9	full-splice_match	Rsl1d1	ENSMUST00000119953	1945	9	28	5	multi-exon	FALSE	canonical	4	604	897	510.935416662	75	0	0	FALSE	11752.75	11752.75	1.0	A	coding	452	1356	49	1404	20.0
PB.2642.2	chr16	+	996	9	full-splice_match	Ntan1	ENSMUST00000115805	984	9	-13	1	multi-exon	FALSE	canonical	4	74	683	369.640365761	1	1	0	FALSE	207.8075	3868.9775	0.0537112195664	C	coding	272	816	45	860	25.0
PB.2624.1	chr16	-	2797	5	novel_not_in_catalog	Carhsp1	novel	NA	NA	NA	NA	shared_donors_acceptors	FALSE	canonical	4	151	601	1072.14411345	2	3	0	TRUE	383.24	16750.5	0.0228793170353	C	coding	148	444	50	493	35.0
PB.2634.3	chr16	-	2808	5	full-splice_match	Cpped1	XM_006522013	2804	5	-10	6	multi-exon	FALSE	canonical	3	10	200	179.284689809	1	4	0	FALSE	378.2225	5058.25	0.0747733900064	C	coding	336	1008	131	1138	10.0
PB.2624.3	chr16	-	2852	4	novel_not_in_catalog	Carhsp1	novel	NA	NA	NA	NA	shared_donors_acceptors	FALSE	canonical	4	104	50	1220.54414095	2	3	0	TRUE	40.5625	16750.5	0.00242156950539	C	coding	148	444	53	496	40.0
PB.2624.2	chr16	-	2683	3	novel_in_catalog	Carhsp1	novel	NA	NA	NA	NA	no_combination_of_known_junctions	FALSE	canonical	4	192	43	1446.49991358	1	3	0	FALSE	14.2075	16750.5	0.000848183636309	C	coding	37	111	216	326	45.0
PB.2624.5	chr16	-	2713	5	novel_not_in_catalog	Carhsp1	novel	NA	NA	NA	NA	shared_donors_acceptors	TRUE	non_canonical	0	0	828	1131.50607599	1	1	0	TRUE	2263.9875	16750.5	0.135159398227	C	coding	148	444	51	494	35.0
PB.2624.4	chr16	-	3029	5	novel_not_in_catalog	Carhsp1	novel	NA	NA	NA	NA	shared_donors_acceptors	FALSE	canonical	3	3	222	1300.02730741	1	2	0	FALSE	107.5375	16750.5	0.00641995761321	C	coding	184	552	122	673	40.0
PB.2624.7	chr16	-	2675	2	novel_in_catalog	Carhsp1	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	4	3085	161	NA	1	1	0	FALSE	60.8375	16750.5	0.00363198113489	C	coding	37	111	211	321	30.0
PB.2624.6	chr16	-	2852	4	full-splice_match	Carhsp1	NM_025821	2849	4	-6	3	multi-exon	FALSE	canonical	4	1792	215	533.126626609	262	0	0	FALSE	13880.1275	16750.5	0.828639592848	C	coding	148	444	55	498	30.0
PB.2614.1	chr16	-	2434	17	full-splice_match	Anks3	NM_028301	2483	17	26	23	multi-exon	TRUE	canonical	4	54	92	31.3687742827	3	3	0	FALSE	1266.0	1266.0	1.0	A	coding	655	1965	95	2059	15.0
PB.2660.1	chr16	-	5290	45	incomplete-splice_match	Pi4ka	ENSMUST00000036161	6431	55	1138	3	internal_fragment	FALSE	canonical	1	1	1043	41.2553026895	13	11	0	FALSE	1948.5	1948.5	1.0	A	coding	1675	5025	48	5072	5.0
PB.2701.3	chr16	-	2346	10	full-splice_match	Tra2b	XM_006521879	2433	10	29	58	multi-exon	FALSE	canonical	4	46	468	1393.51282735	1	4	0	FALSE	2156.7625	18554.0025	0.116242438795	C	coding	188	564	733	1296	25.0
PB.2701.2	chr16	-	2114	9	full-splice_match	Tra2b	NM_009186	2135	9	3	18	multi-exon	FALSE	canonical	4	413	788	1064.53980668	72	0	0	FALSE	16036.5275	18554.0025	0.864316338213	C	coding	288	864	151	1014	40.0
PB.2701.1	chr16	-	3070	8	full-splice_match	Tra2b	ENSMUST00000023564	1369	8	-1007	-694	multi-exon	TRUE	canonical	4	413	1739	1112.00629495	4	2	0	FALSE	360.7125	18554.0025	0.0194412229922	C	coding	188	564	1402	1965	35.0
PB.2703.2	chr16	-	2673	8	full-splice_match	Tbccd1	NM_001081368	2702	8	23	6	multi-exon	FALSE	canonical	4	38	202	64.0	12	0	0	FALSE	1000.3725	2508.995	0.398714425497	C	coding	552	1656	246	1901	20.0
PB.2668.1	chr16	-	4038	10	full-splice_match	Dgcr2	ENSMUST00000012152	4045	10	0	7	multi-exon	TRUE	non_canonical	4	55	431	28.3901391332	18	4	0	FALSE	947.325	2913.5	0.325150163034	C	coding	549	1647	230	1876	35.0
PB.2703.3	chr16	-	3175	8	full-splice_match	Tbccd1	XM_006522567	3424	8	184	65	multi-exon	FALSE	canonical	4	51	763	60.4565960008	7	0	0	FALSE	1047.7425	2508.995	0.417594495007	C	coding	552	1656	807	2462	35.0
PB.2668.2	chr16	-	3997	10	full-splice_match	Dgcr2	ENSMUST00000117945	4003	10	-6	12	multi-exon	FALSE	canonical	4	55	404	29.8328677804	1	6	0	FALSE	1966.175	2913.5	0.674849836966	C	coding	546	1638	203	1840	35.0
PB.2703.4	chr16	-	1948	6	incomplete-splice_match	Tbccd1	XM_006522567	3424	8	171	1305	internal_fragment	FALSE	canonical	4	51	776	56.8594759033	1	4	0	FALSE	12.29	2508.995	0.00489837564443	C	coding	376	1128	820	1947	30.0
PB.2780.1	chr16	+	2395	1	incomplete-splice_match	Zbtb20	ENSMUST00000114694	26901	15	5850	18657	mono-exon	FALSE	canonical	NA	NA	NA	NA	3	3	NA	FALSE	1612.0	6027.5025	0.267440784969	C	non_coding	NA	NA	NA	NA	80.0
PB.2636.1	chr16	+	1489	7	novel_in_catalog	Mkl2	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	4	11	61	11.5758369028	1	1	0	FALSE	145.5	145.5	1.0	A	coding	193	579	159	737	35.0
PB.2636.2	chr16	+	2583	1	antisense	novelGene_Gm32739_AS	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	NA	2	14	NA	FALSE	160.5	160.5	1.0	A	non_coding	NA	NA	NA	NA	85.0
PB.2612.6	chr16	+	2626	17	novel_in_catalog	Mgrn1	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	4	169	1265	324.259155615	1	2	0	FALSE	54.9225	13503.295	0.00406734060094	C	coding	554	1662	135	1796	75.0
PB.2612.7	chr16	+	2938	15	novel_not_in_catalog	Mgrn1	novel	NA	NA	NA	NA	shared_donors_acceptors	FALSE	canonical	4	70	1492	360.549580502	1	7	0	FALSE	51.745	13503.295	0.00383202766436	C	coding	490	1470	135	1604	20.0
PB.2612.4	chr16	+	3274	16	full-splice_match	Mgrn1	XM_006521834	3240	16	150	-184	multi-exon	FALSE	canonical	4	369	219	269.256383397	77	0	0	FALSE	4587.91	13503.295	0.339762258027	C	coding	556	1668	132	1799	5.0
PB.2612.5	chr16	+	3162	17	full-splice_match	Mgrn1	XM_006521832	3306	17	139	5	multi-exon	FALSE	canonical	4	169	1273	315.754651589	41	1	0	FALSE	3035.2175	13503.295	0.224776063916	C	coding	578	1734	143	1876	20.0
PB.2612.2	chr16	+	3139	17	full-splice_match	Mgrn1	NM_029657	3290	17	147	4	multi-exon	FALSE	canonical	4	368	1697	289.364821635	25	0	0	FALSE	4500.255	13503.295	0.333270879441	C	coding	532	1596	140	1735	20.0
PB.2612.3	chr16	+	5239	19	fusion	Mgrn1_Nudt16l1	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	4	169	1270	323.598516684	1	9	0	FALSE	172.92	172.92	1.0	A	coding	578	1734	140	1873	10.0
PB.2622.1	chr16	-	3195	2	full-splice_match	Tmem186	NM_025708	2878	2	181	-498	multi-exon	FALSE	canonical	4	230	35	NA	39	4	1	FALSE	610.56	2611.2475	0.233819276036	C	coding	216	648	33	680	20.0
PB.2612.1	chr16	+	3204	18	novel_in_catalog	Mgrn1	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	4	169	1270	320.663374896	21	0	0	FALSE	354.815	13503.295	0.0262761792585	C	coding	554	1662	140	1801	20.0
PB.2705.7	chr16	+	1861	11	novel_in_catalog	Eif4a2	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	4	295	241	497.433412629	2	1	0	FALSE	111.315	12851.25	0.00866180332652	C	coding	265	795	185	979	20.0
PB.2705.6	chr16	+	3157	10	novel_in_catalog	Eif4a2	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	4	690	661	331.974396603	5	0	0	FALSE	187.8525	12851.25	0.0146174496644	C	coding	360	1080	35	1114	20.0
PB.2705.5	chr16	+	2767	11	novel_in_catalog	Eif4a2	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	4	35	123	511.310082044	1	2	0	FALSE	75.9275	12851.25	0.00590818013812	C	coding	345	1035	146	1180	20.0
PB.2705.4	chr16	+	3023	9	novel_in_catalog	Eif4a2	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	4	295	245	499.306519084	2	5	0	FALSE	1281.515	12851.25	0.0997190934734	C	coding	263	789	189	977	15.0
PB.2705.3	chr16	+	2567	10	novel_in_catalog	Eif4a2	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	4	295	242	469.506123496	12	0	0	FALSE	292.435	12851.25	0.0227553739909	C	coding	265	795	186	980	20.0
